week,flatscreen_verkopen,tv_spend,tv_always_on_campagne,tv_burst_campagne,radio_spend,search_generic_spend,search_brand_spend,meta_spend,youtube_spend,tiktok_spend,email_verzendingen,gemiddelde_prijs,promo_korting_pct,consumenten_vertrouwen
2025-01-20,14855,39856.0,1,0,0.0,41824.0,9122.0,19936.0,11491.0,6185.0,170700.0,657.59,5.3,-35.3
2025-01-27,14852,37386.0,1,0,0.0,40009.0,13182.0,17047.0,10993.0,10475.0,187700.0,655.54,6.1,-35.0
2025-02-03,14141,34070.0,1,0,0.0,45572.0,10507.0,17479.0,10888.0,9237.0,190500.0,668.0,2.1,-33.7
2025-02-10,14455,37683.0,1,0,24304.0,37303.0,11107.0,24393.0,16307.0,8749.0,165900.0,652.04,3.4,-34.1
2025-02-17,14529,34252.0,1,0,0.0,41404.0,12854.0,19020.0,10790.0,10877.0,167000.0,653.2,5.5,-36.7
2025-02-24,14277,37821.0,1,0,0.0,45965.0,12346.0,18108.0,11032.0,9011.0,183500.0,657.25,4.3,-37.2
2025-03-03,13338,173233.0,1,1,0.0,44738.0,13208.0,23313.0,13238.0,10882.0,175900.0,650.3,2.8,-36.9
2025-03-10,14851,199118.0,1,1,20302.0,43152.0,12707.0,20094.0,13801.0,12894.0,167600.0,670.55,3.5,-37.1
2025-03-17,14912,182298.0,1,1,0.0,43495.0,12998.0,17079.0,11783.0,9291.0,172400.0,666.38,2.6,-34.2
2025-03-24,16621,200080.0,1,1,0.0,43299.0,11351.0,20057.0,12986.0,9632.0,188200.0,640.96,1.8,-35.8
2025-03-31,16443,172730.0,1,1,23636.0,46558.0,11824.0,16431.0,11322.0,8118.0,173900.0,640.85,4.4,-33.1
2025-04-07,16096,0.0,0,0,0.0,42913.0,12813.0,17771.0,12637.0,11282.0,177400.0,652.46,2.0,-34.5
2025-04-14,15893,0.0,0,0,26344.0,45644.0,12829.0,20384.0,14351.0,7141.0,167600.0,661.32,3.8,-31.9
2025-04-21,14700,0.0,0,0,0.0,37052.0,13061.0,13563.0,10414.0,8219.0,188100.0,662.43,2.6,-31.8
2025-04-28,13524,0.0,0,0,0.0,46626.0,11006.0,21707.0,12583.0,8905.0,171400.0,667.91,4.6,-31.8
2025-05-05,13765,0.0,0,0,0.0,49816.0,10610.0,20560.0,11778.0,8726.0,183200.0,658.56,3.4,-31.0
2025-05-12,13730,0.0,0,0,0.0,43478.0,10419.0,22027.0,15178.0,7930.0,181800.0,647.38,3.6,-32.5
2025-05-19,13070,0.0,0,0,0.0,41149.0,11357.0,18957.0,11235.0,10316.0,173400.0,658.94,1.6,-33.4
2025-05-26,13674,0.0,0,0,26664.0,39183.0,11803.0,20988.0,10892.0,8534.0,166700.0,645.97,4.3,-30.6
2025-06-02,13540,0.0,0,0,0.0,42227.0,10493.0,17474.0,10282.0,5772.0,178100.0,648.19,3.3,-28.9
2025-06-09,12999,0.0,0,0,0.0,37485.0,11704.0,17637.0,12147.0,10740.0,174600.0,641.68,2.7,-30.5
2025-06-16,12816,0.0,0,0,16520.0,36267.0,12682.0,20199.0,11961.0,11596.0,194400.0,646.97,4.6,-27.6
2025-06-23,13357,0.0,0,0,25752.0,31613.0,13111.0,20012.0,13314.0,8163.0,166500.0,648.84,5.3,-27.3
2025-06-30,13674,0.0,0,0,0.0,38005.0,11219.0,19922.0,12711.0,11037.0,190600.0,648.89,6.4,-27.5
2025-07-07,12286,0.0,0,0,0.0,35692.0,12606.0,23318.0,12845.0,8200.0,197400.0,667.31,4.2,-26.9
2025-07-14,12791,0.0,0,0,0.0,35164.0,10392.0,19265.0,12480.0,7509.0,189100.0,653.57,4.3,-27.0
2025-07-21,12392,0.0,0,0,27201.0,35205.0,11132.0,21071.0,13072.0,7617.0,190500.0,655.23,2.5,-26.5
2025-07-28,12565,0.0,0,0,0.0,32467.0,12052.0,20809.0,12242.0,11456.0,175500.0,653.35,2.9,-28.0
2025-08-04,12852,0.0,0,0,0.0,34583.0,11149.0,20345.0,10899.0,11051.0,186200.0,664.42,5.7,-25.1
2025-08-11,12092,0.0,0,0,0.0,30269.0,10989.0,20981.0,14920.0,10043.0,186300.0,643.79,3.3,-25.8
2025-08-18,12718,0.0,0,0,0.0,32716.0,12246.0,15627.0,8594.0,7482.0,155300.0,657.05,6.6,-25.6
2025-08-25,12737,0.0,0,0,0.0,31843.0,10734.0,18568.0,9069.0,10199.0,174600.0,643.86,2.1,-27.2
2025-09-01,13238,0.0,0,0,18578.0,27265.0,12056.0,22706.0,15073.0,7371.0,161400.0,649.24,3.7,-28.1
2025-09-08,13382,0.0,0,0,0.0,28538.0,11795.0,19220.0,11379.0,9938.0,151600.0,653.96,3.7,-25.0
2025-09-15,13211,0.0,0,0,0.0,30266.0,12533.0,21695.0,14867.0,8182.0,179300.0,638.85,3.0,-28.4
2025-09-22,13911,0.0,0,0,0.0,30313.0,12828.0,21131.0,12972.0,8146.0,186200.0,646.21,3.5,-27.3
2025-09-29,13887,0.0,0,0,0.0,32821.0,12082.0,12353.0,7638.0,8216.0,169700.0,649.0,3.7,-27.3
2025-10-06,14364,0.0,0,0,25226.0,30959.0,11326.0,16681.0,11041.0,5890.0,187400.0,652.64,4.2,-27.2
2025-10-13,15249,0.0,0,0,0.0,32236.0,13131.0,18291.0,11477.0,6367.0,188300.0,646.46,3.8,-27.5
2025-10-20,14617,0.0,0,0,0.0,31461.0,12157.0,18252.0,11448.0,8775.0,181200.0,670.46,5.5,-28.3
2025-10-27,16442,0.0,0,0,28497.0,39292.0,15365.0,25831.0,17308.0,11388.0,262300.0,662.61,7.7,-30.4
2025-11-03,17304,0.0,0,0,34254.0,47139.0,16628.0,25873.0,14956.0,14233.0,279900.0,629.58,5.1,-29.4
2025-11-10,17130,133984.0,0,1,37724.0,45495.0,15685.0,24916.0,16111.0,14762.0,296300.0,647.79,4.6,-29.6
2025-11-17,18322,151183.0,0,1,34212.0,48112.0,13390.0,25286.0,16019.0,10660.0,239100.0,650.93,2.5,-29.3
2025-11-24,26693,161824.0,0,1,38275.0,56913.0,20269.0,28070.0,15479.0,10739.0,400800.0,588.89,21.2,-30.1
2025-12-01,22745,125019.0,0,1,42249.0,51839.0,15965.0,31791.0,21036.0,12745.0,252500.0,631.92,9.4,-29.4
2025-12-08,22597,170779.0,0,1,35760.0,50426.0,15871.0,30417.0,19778.0,15916.0,282600.0,597.56,12.7,-30.1
2025-12-15,23211,171189.0,0,1,37116.0,53402.0,14574.0,29130.0,19901.0,11815.0,284800.0,611.5,9.8,-33.0
2025-12-22,19517,0.0,0,0,39916.0,54344.0,16000.0,26733.0,16051.0,13741.0,263800.0,657.09,5.0,-31.7
2025-12-29,18009,0.0,0,0,22702.0,37023.0,12432.0,17664.0,9635.0,6512.0,173500.0,654.12,2.9,-31.6
2026-01-05,17578,35168.0,1,0,19206.0,41882.0,10552.0,26027.0,19815.0,7624.0,179700.0,662.33,4.5,-32.9
2026-01-12,15506,32584.0,1,0,0.0,40814.0,12228.0,17583.0,9682.0,9708.0,181800.0,656.94,4.8,-30.7
2026-01-19,15634,38789.0,1,0,26288.0,37614.0,9488.0,23512.0,13627.0,8615.0,177000.0,633.08,1.2,-33.3
2026-01-26,15835,36586.0,1,0,28334.0,41060.0,12526.0,20708.0,13503.0,9725.0,197100.0,651.28,2.8,-34.3
2026-02-02,14791,35332.0,1,0,0.0,42261.0,11240.0,17657.0,10428.0,9160.0,156500.0,640.39,4.5,-34.9
2026-02-09,15234,33199.0,1,0,0.0,46301.0,10311.0,17893.0,11587.0,8950.0,172500.0,643.97,4.7,-33.3
2026-02-16,14968,39039.0,1,0,16208.0,41892.0,13249.0,18882.0,10117.0,8917.0,189800.0,642.4,5.2,-33.2
2026-02-23,14685,34545.0,1,0,21951.0,48025.0,12476.0,18371.0,9354.0,11025.0,175700.0,637.87,3.5,-33.0
2026-03-02,14443,31065.0,1,0,0.0,45920.0,13057.0,16396.0,9509.0,8868.0,176300.0,637.22,3.9,-35.0
2026-03-09,15107,41026.0,1,0,0.0,37483.0,12289.0,20991.0,13822.0,10256.0,175500.0,647.1,6.7,-32.0
2026-03-16,15028,30929.0,1,0,0.0,40850.0,12333.0,17635.0,10894.0,8563.0,194300.0,636.2,4.3,-30.4
2026-03-23,14496,31901.0,1,0,25205.0,45760.0,11456.0,21836.0,14972.0,9098.0,190400.0,641.93,5.2,-32.2
2026-03-30,14326,35631.0,1,0,0.0,39590.0,12422.0,19483.0,11765.0,7349.0,160100.0,643.73,3.6,-30.3
2026-04-06,14883,32845.0,1,0,25892.0,45254.0,11815.0,20285.0,12802.0,5810.0,162900.0,635.23,1.7,-31.3
2026-04-13,15732,34219.0,1,0,0.0,47758.0,11150.0,20218.0,11447.0,8317.0,173800.0,636.87,4.7,-31.1
2026-04-20,14299,36730.0,1,0,0.0,42508.0,11689.0,18959.0,10003.0,9097.0,177900.0,648.01,4.8,-28.0
2026-04-27,14554,40945.0,1,0,0.0,47161.0,10387.0,19684.0,10749.0,8232.0,193600.0,624.85,5.4,-28.2
2026-05-04,14472,40712.0,1,0,0.0,46463.0,11883.0,20360.0,11670.0,9760.0,178200.0,632.72,2.7,-27.5
2026-05-11,15100,176462.0,1,1,25760.0,41810.0,12441.0,25702.0,18289.0,7745.0,199800.0,627.04,2.9,-25.2
2026-05-18,19457,175185.0,1,1,20539.0,41308.0,15063.0,16712.0,8820.0,6852.0,208000.0,639.14,6.8,-27.4
2026-05-25,19412,163561.0,1,1,17839.0,41332.0,15593.0,18168.0,10207.0,6728.0,167000.0,658.68,10.8,-26.9
2026-06-01,20953,182272.0,0,1,0.0,41462.0,14542.0,18954.0,13393.0,9920.0,182600.0,626.87,11.2,-26.2
2026-06-08,19654,157372.0,0,1,0.0,34764.0,14953.0,16771.0,9600.0,7692.0,195500.0,646.16,9.0,-24.1
2026-06-15,19645,124062.0,0,1,0.0,38288.0,14947.0,16580.0,10985.0,8941.0,183600.0,647.36,9.3,-24.3
2026-06-22,15926,0.0,0,0,27310.0,32980.0,14219.0,16026.0,7204.0,6807.0,185200.0,618.55,3.7,-26.0
2026-06-29,15002,0.0,0,0,0.0,36241.0,10359.0,19739.0,11073.0,7620.0,173200.0,624.56,6.4,-25.5
2026-07-06,13919,0.0,0,0,0.0,35906.0,14325.0,18540.0,12107.0,8882.0,171800.0,634.78,5.4,-23.8
2026-07-13,13751,0.0,0,0,0.0,30420.0,11044.0,20294.0,10545.0,10527.0,183200.0,626.7,5.7,-23.3
2026-07-20,13238,0.0,0,0,0.0,31421.0,11513.0,16299.0,10319.0,7302.0,195000.0,636.48,3.8,-23.1
2026-07-27,12867,0.0,0,0,0.0,33397.0,12246.0,17637.0,10975.0,6723.0,164400.0,644.83,3.3,-22.8
2026-08-03,13376,0.0,0,0,0.0,40502.0,12606.0,22142.0,13051.0,8877.0,178000.0,639.19,5.7,-23.5
2026-08-10,13010,0.0,0,0,0.0,29349.0,11883.0,21738.0,13146.0,9123.0,207100.0,631.63,1.5,-22.5
2026-08-17,13450,0.0,0,0,25665.0,33436.0,12180.0,15959.0,10737.0,8239.0,177200.0,637.39,4.8,-22.4
2026-08-24,12983,0.0,0,0,0.0,30007.0,13576.0,21919.0,13524.0,10716.0,182700.0,635.31,2.1,-24.3
2026-08-31,14029,0.0,0,0,0.0,31265.0,15015.0,18479.0,12632.0,6308.0,192200.0,622.01,5.2,-24.8
2026-09-07,14134,0.0,0,0,0.0,35130.0,12406.0,17077.0,11520.0,7649.0,188800.0,626.98,4.8,-23.1
2026-09-14,13667,0.0,0,0,18521.0,32975.0,12748.0,21661.0,15270.0,8884.0,177800.0,635.19,2.7,-24.1
2026-09-21,13840,0.0,0,0,0.0,33277.0,11801.0,22086.0,13181.0,7567.0,176900.0,630.55,4.3,-25.6
2026-09-28,14757,0.0,0,0,0.0,33510.0,13895.0,13607.0,8634.0,9384.0,203100.0,633.33,2.3,-23.2
2026-10-05,14413,0.0,0,0,0.0,33901.0,11785.0,21987.0,12362.0,8887.0,166000.0,637.52,2.4,-24.0
2026-10-12,14739,0.0,0,0,0.0,25905.0,12526.0,18571.0,12251.0,8505.0,159900.0,610.7,3.4,-23.2
2026-10-19,15023,0.0,0,0,0.0,33845.0,10678.0,18499.0,10611.0,12496.0,196900.0,641.55,2.9,-25.3
2026-10-26,17255,0.0,0,0,30010.0,46807.0,13258.0,25869.0,16772.0,11391.0,289200.0,614.09,5.5,-25.5
2026-11-02,18029,0.0,0,0,36150.0,48701.0,19121.0,29467.0,17930.0,12485.0,255800.0,629.09,7.1,-27.8
2026-11-09,18428,128563.0,0,1,40659.0,50530.0,17691.0,29925.0,18343.0,13613.0,283500.0,629.87,4.0,-24.8
2026-11-16,19783,177716.0,0,1,29478.0,49839.0,17513.0,27604.0,17384.0,11750.0,275800.0,627.13,4.0,-26.1
2026-11-23,28298,180490.0,0,1,41931.0,61283.0,20317.0,34700.0,20619.0,13082.0,388700.0,569.45,23.1,-26.2
2026-11-30,24333,164198.0,0,1,32047.0,46358.0,14487.0,32060.0,19069.0,14161.0,272100.0,598.1,11.5,-28.0
2026-12-07,24093,142072.0,0,1,31018.0,51908.0,16142.0,26682.0,15789.0,13204.0,298200.0,596.4,12.7,-28.2
2026-12-14,23781,114424.0,0,1,27150.0,50949.0,16564.0,24195.0,14344.0,13993.0,281700.0,601.06,9.2,-28.1
2026-12-21,20503,0.0,0,0,24202.0,51741.0,17282.0,28034.0,18117.0,12316.0,279400.0,627.92,2.9,-29.7
